Dataset,Synthesizer,Repetition,Classifier,EvalType,Property,Score
D1019,,,DT,base_utility,accuracy,0.9090909090909091
D1019,,,DT,base_utility,macro_f1,0.9089269944068296
D1019,,,RF,base_utility,accuracy,0.9515151515151515
D1019,,,RF,base_utility,macro_f1,0.9515080268910032
D102,,,LR,base_utility,accuracy,0.9939393939393939
D102,,,LR,base_utility,macro_f1,0.9938954456324688
D102,,,DT,base_utility,accuracy,0.9878787878787879
D102,,,DT,base_utility,macro_f1,0.987803075103489
D102,,,RF,base_utility,accuracy,0.9939393939393939
D102,,,RF,base_utility,macro_f1,0.9938954456324688
D1020,,,LR,base_utility,accuracy,0.8727272727272727
D1020,,,LR,base_utility,macro_f1,0.872610294117647
D1020,,,DT,base_utility,accuracy,0.7575757575757576
D1020,,,DT,base_utility,macro_f1,0.7574955908289241
D1020,,,RF,base_utility,accuracy,0.8727272727272727
D1020,,,RF,base_utility,macro_f1,0.872610294117647
D1021,,,LR,base_utility,accuracy,0.9666666666666667
D1021,,,LR,base_utility,macro_f1,0.9666590126291619
D1021,,,DT,base_utility,accuracy,0.9757575757575757
D1021,,,DT,base_utility,macro_f1,0.9757540134455016
D1021,,,RF,base_utility,accuracy,1.0
D1021,,,RF,base_utility,macro_f1,1.0
D1022,,,LR,base_utility,accuracy,0.9515151515151515
D1022,,,LR,base_utility,macro_f1,0.9515133705553922
D1022,,,DT,base_utility,accuracy,0.9606060606060606
D1022,,,DT,base_utility,macro_f1,0.960562240873698
D1022,,,RF,base_utility,accuracy,0.990909090909091
D1022,,,RF,base_utility,macro_f1,0.9909083395321927
D1023,,,LR,base_utility,accuracy,0.8939393939393939
D1023,,,LR,base_utility,macro_f1,0.8939150401836969
D1023,,,DT,base_utility,accuracy,0.8666666666666667
D1023,,,DT,base_utility,macro_f1,0.8666225749559082
D1023,,,RF,base_utility,accuracy,0.9363636363636364
D1023,,,RF,base_utility,macro_f1,0.9363630520023141
D1024,,,LR,base_utility,accuracy,0.8393939393939394
D1024,,,LR,base_utility,macro_f1,0.8393806650687385
D1024,,,DT,base_utility,accuracy,0.7696969696969697
D1024,,,DT,base_utility,macro_f1,0.7696885101381135
D1024,,,RF,base_utility,accuracy,0.8727272727272727
D1024,,,RF,base_utility,macro_f1,0.8726851851851851
D1025,,,LR,base_utility,accuracy,0.9681818181818181
D1025,,,LR,base_utility,macro_f1,0.9681817451371559
D1025,,,DT,base_utility,accuracy,0.9681818181818181
D1025,,,DT,base_utility,macro_f1,0.968172977342191
D1025,,,RF,base_utility,accuracy,0.9772727272727273
D1025,,,RF,base_utility,macro_f1,0.9772722576912746
D1026,,,LR,base_utility,accuracy,0.9636363636363636
D1026,,,LR,base_utility,macro_f1,0.963636029715608
D1026,,,DT,base_utility,accuracy,0.9651515151515152
D1026,,,DT,base_utility,macro_f1,0.9651450338561578
D1026,,,RF,base_utility,accuracy,0.9803030303030303
D1026,,,RF,base_utility,macro_f1,0.9803029850849061
D1027,,,LR,base_utility,accuracy,0.9
D1027,,,LR,base_utility,macro_f1,0.89992556446944
D1027,,,DT,base_utility,accuracy,0.8621212121212121
D1027,,,DT,base_utility,macro_f1,0.862006851408077
D1027,,,RF,base_utility,accuracy,0.9121212121212121
D1027,,,RF,base_utility,macro_f1,0.9121204051460527
D1028,,,LR,base_utility,accuracy,0.8787878787878788
D1028,,,LR,base_utility,macro_f1,0.8780882013391826
D1028,,,DT,base_utility,accuracy,0.7439393939393939
D1028,,,DT,base_utility,macro_f1,0.7439105868199132
D1028,,,RF,base_utility,accuracy,0.8893939393939394
D1028,,,RF,base_utility,macro_f1,0.8889224462883083
D1029,,,LR,base_utility,accuracy,0.8787878787878788
D1029,,,LR,base_utility,macro_f1,0.878747795414462
D1029,,,DT,base_utility,accuracy,0.8924242424242425
D1029,,,DT,base_utility,macro_f1,0.892412140024934
D1029,,,RF,base_utility,accuracy,0.9166666666666666
D1029,,,RF,base_utility,macro_f1,0.9166236003445305
D103,,,LR,base_utility,accuracy,0.9575757575757575
D103,,,LR,base_utility,macro_f1,0.9575757575757575
D103,,,DT,base_utility,accuracy,0.896969696969697
D103,,,DT,base_utility,macro_f1,0.8969545571433819
D103,,,RF,base_utility,accuracy,0.9575757575757575
D103,,,RF,base_utility,macro_f1,0.9575757575757575
D1030,,,LR,base_utility,accuracy,0.8712121212121212
D1030,,,LR,base_utility,macro_f1,0.8712118255551551
D1030,,,DT,base_utility,accuracy,0.8727272727272727
D1030,,,DT,base_utility,macro_f1,0.8726851851851851
D1030,,,RF,base_utility,accuracy,0.9272727272727272
D1030,,,RF,base_utility,macro_f1,0.9272299606747767
D1031,,,LR,base_utility,accuracy,0.8
D1031,,,LR,base_utility,macro_f1,0.7999926535409932
D1031,,,DT,base_utility,accuracy,0.7984848484848485
D1031,,,DT,base_utility,macro_f1,0.7982398275224043
D1031,,,RF,base_utility,accuracy,0.8636363636363636
D1031,,,RF,base_utility,macro_f1,0.8634558093346574
D1032,,,LR,base_utility,accuracy,0.7621212121212121
D1032,,,LR,base_utility,macro_f1,0.7620944504776708
D1032,,,DT,base_utility,accuracy,0.7303030303030303
D1032,,,DT,base_utility,macro_f1,0.7302931237143697
D1032,,,RF,base_utility,accuracy,0.8227272727272728
D1032,,,RF,base_utility,macro_f1,0.8224725558940169
D1033,,,LR,base_utility,accuracy,0.7318181818181818
D1033,,,LR,base_utility,macro_f1,0.7311460469355207
D1033,,,DT,base_utility,accuracy,0.8227272727272728
D1033,,,DT,base_utility,macro_f1,0.8210971871807169
D1033,,,RF,base_utility,accuracy,0.8696969696969697
D1033,,,RF,base_utility,macro_f1,0.8692165898617512
D1034,,,LR,base_utility,accuracy,0.7454545454545455
D1034,,,LR,base_utility,macro_f1,0.7451714025685104
D1034,,,DT,base_utility,accuracy,0.8015151515151515
D1034,,,DT,base_utility,macro_f1,0.8014782363111598
D1034,,,RF,base_utility,accuracy,0.8681818181818182
D1034,,,RF,base_utility,macro_f1,0.8680943049911443
D1035,,,LR,base_utility,accuracy,0.7227272727272728
D1035,,,LR,base_utility,macro_f1,0.7219453237410072
D1035,,,DT,base_utility,accuracy,0.75
D1035,,,DT,base_utility,macro_f1,0.7499535037506975
D1035,,,RF,base_utility,accuracy,0.8257575757575758
D1035,,,RF,base_utility,macro_f1,0.8255072130582217
D1036,,,LR,base_utility,accuracy,0.6787878787878788
D1036,,,LR,base_utility,macro_f1,0.6784305794316918
D1036,,,DT,base_utility,accuracy,0.7151515151515152
D1036,,,DT,base_utility,macro_f1,0.7149840126428755
D1036,,,RF,base_utility,accuracy,0.7893939393939394
D1036,,,RF,base_utility,macro_f1,0.7880270153492102
D1037,,,LR,base_utility,accuracy,0.6181818181818182
D1037,,,LR,base_utility,macro_f1,0.6180555555555556
D1037,,,DT,base_utility,accuracy,0.693939393939394
D1037,,,DT,base_utility,macro_f1,0.6937594178396854
D1037,,,RF,base_utility,accuracy,0.7727272727272727
D1037,,,RF,base_utility,macro_f1,0.7709584578794918
D1038,,,LR,base_utility,accuracy,0.5969696969696969
D1038,,,LR,base_utility,macro_f1,0.5967882702042242
D1038,,,DT,base_utility,accuracy,0.6787878787878788
D1038,,,DT,base_utility,macro_f1,0.6780310003313574
D1038,,,RF,base_utility,accuracy,0.7696969696969697
D1038,,,RF,base_utility,macro_f1,0.7679045706512183
D1039,,,LR,base_utility,accuracy,0.6348484848484849
D1039,,,LR,base_utility,macro_f1,0.6348074048733674
D1039,,,DT,base_utility,accuracy,0.6621212121212121
D1039,,,DT,base_utility,macro_f1,0.6621142310102826
D1039,,,RF,base_utility,accuracy,0.7287878787878788
D1039,,,RF,base_utility,macro_f1,0.7280230215827338
D104,,,LR,base_utility,accuracy,0.8727272727272727
D104,,,LR,base_utility,macro_f1,0.8724273774897832
D104,,,DT,base_utility,accuracy,0.8424242424242424
D104,,,DT,base_utility,macro_f1,0.8417207792207793
D104,,,RF,base_utility,accuracy,0.8787878787878788
D104,,,RF,base_utility,macro_f1,0.8784261715296198
D1040,,,LR,base_utility,accuracy,0.6060606060606061
D1040,,,LR,base_utility,macro_f1,0.6060027184894016
D1040,,,DT,base_utility,accuracy,0.6
D1040,,,DT,base_utility,macro_f1,0.5998677248677249
D1040,,,RF,base_utility,accuracy,0.7090909090909091
D1040,,,RF,base_utility,macro_f1,0.7082228116710876
D1041,,,LR,base_utility,accuracy,0.9666666666666667
D1041,,,LR,base_utility,macro_f1,0.9666418548231467
D1041,,,DT,base_utility,accuracy,0.9666666666666667
D1041,,,DT,base_utility,macro_f1,0.96666391161804
D1041,,,RF,base_utility,accuracy,0.9787878787878788
D1041,,,RF,base_utility,macro_f1,0.9787683823529412
D1042,,,LR,base_utility,accuracy,0.9696969696969697
D1042,,,LR,base_utility,macro_f1,0.9696900114810563
D1042,,,DT,base_utility,accuracy,0.9545454545454546
D1042,,,DT,base_utility,macro_f1,0.9545387752103156
D1042,,,RF,base_utility,accuracy,0.9757575757575757
D1042,,,RF,base_utility,macro_f1,0.9757520091848451
D1043,,,LR,base_utility,accuracy,0.9121212121212121
D1043,,,LR,base_utility,macro_f1,0.9120816529016729
D1043,,,DT,base_utility,accuracy,0.8545454545454545
D1043,,,DT,base_utility,macro_f1,0.85451205510907
D1043,,,RF,base_utility,accuracy,0.9212121212121213
D1043,,,RF,base_utility,macro_f1,0.9211860670194003
D1044,,,LR,base_utility,accuracy,0.8636363636363636
D1044,,,LR,base_utility,macro_f1,0.8636313546870409
D1044,,,DT,base_utility,accuracy,0.7878787878787878
D1044,,,DT,base_utility,macro_f1,0.7875979256316893
D1044,,,RF,base_utility,accuracy,0.8712121212121212
D1044,,,RF,base_utility,macro_f1,0.8711455641688199
D1045,,,LR,base_utility,accuracy,0.8424242424242424
D1045,,,LR,base_utility,macro_f1,0.8422156018978264
D1045,,,DT,base_utility,accuracy,0.9015151515151515
D1045,,,DT,base_utility,macro_f1,0.901464254952627
D1045,,,RF,base_utility,accuracy,0.9075757575757576
D1045,,,RF,base_utility,macro_f1,0.9074820927523043
D1046,,,LR,base_utility,accuracy,0.8515151515151516
D1046,,,LR,base_utility,macro_f1,0.8512474241978216
D1046,,,DT,base_utility,accuracy,0.8787878787878788
D1046,,,DT,base_utility,macro_f1,0.8785693258757727
D1046,,,RF,base_utility,accuracy,0.9121212121212121
D1046,,,RF,base_utility,macro_f1,0.9119846226007302
D1047,,,LR,base_utility,accuracy,0.8272727272727273
D1047,,,LR,base_utility,macro_f1,0.8272330654420207
D1047,,,DT,base_utility,accuracy,0.806060606060606
D1047,,,DT,base_utility,macro_f1,0.8059733029554161
D1047,,,RF,base_utility,accuracy,0.8636363636363636
D1047,,,RF,base_utility,macro_f1,0.8636050516647531
D1048,,,LR,base_utility,accuracy,0.7818181818181819
D1048,,,LR,base_utility,macro_f1,0.7817460317460317
D1048,,,DT,base_utility,accuracy,0.7363636363636363
D1048,,,DT,base_utility,macro_f1,0.7358178053830228
D1048,,,RF,base_utility,accuracy,0.8196969696969697
D1048,,,RF,base_utility,macro_f1,0.8196965557772171
D1049,,,LR,base_utility,accuracy,0.7651515151515151
D1049,,,LR,base_utility,macro_f1,0.764814069774125
D1049,,,DT,base_utility,accuracy,0.796969696969697
D1049,,,DT,base_utility,macro_f1,0.7969529162189712
D1049,,,RF,base_utility,accuracy,0.8681818181818182
D1049,,,RF,base_utility,macro_f1,0.8679268284267836
D105,,,LR,base_utility,accuracy,1.0
D105,,,LR,base_utility,macro_f1,1.0
D105,,,DT,base_utility,accuracy,1.0
D105,,,DT,base_utility,macro_f1,1.0
D105,,,RF,base_utility,accuracy,1.0
D105,,,RF,base_utility,macro_f1,1.0
D1050,,,LR,base_utility,accuracy,0.746969696969697
D1050,,,LR,base_utility,macro_f1,0.7469412307628728
D1050,,,DT,base_utility,accuracy,0.7803030303030303
D1050,,,DT,base_utility,macro_f1,0.7803025259470293
D1050,,,RF,base_utility,accuracy,0.8393939393939394
D1050,,,RF,base_utility,macro_f1,0.839321641509954
D1051,,,LR,base_utility,accuracy,0.693939393939394
D1051,,,LR,base_utility,macro_f1,0.6937115761034378
D1051,,,DT,base_utility,accuracy,0.7439393939393939
D1051,,,DT,base_utility,macro_f1,0.7439246972392815
D1051,,,RF,base_utility,accuracy,0.8136363636363636
D1051,,,RF,base_utility,macro_f1,0.8133685844014024
D1052,,,LR,base_utility,accuracy,0.6833333333333333
D1052,,,LR,base_utility,macro_f1,0.6830124161513378
D1052,,,DT,base_utility,accuracy,0.6742424242424242
D1052,,,DT,base_utility,macro_f1,0.6742416764042158
D1052,,,RF,base_utility,accuracy,0.7787878787878788
D1052,,,RF,base_utility,macro_f1,0.7770662323360387
D1053,,,LR,base_utility,accuracy,0.6151515151515151
D1053,,,LR,base_utility,macro_f1,0.6151515151515151
D1053,,,DT,base_utility,accuracy,0.6696969696969697
D1053,,,DT,base_utility,macro_f1,0.6683539401986004
D1053,,,RF,base_utility,accuracy,0.7287878787878788
D1053,,,RF,base_utility,macro_f1,0.7272846890228278
D1054,,,LR,base_utility,accuracy,0.6121212121212121
D1054,,,LR,base_utility,macro_f1,0.6120642151280262
D1054,,,DT,base_utility,accuracy,0.6530303030303031
D1054,,,DT,base_utility,macro_f1,0.6521607047922837
D1054,,,RF,base_utility,accuracy,0.7287878787878788
D1054,,,RF,base_utility,macro_f1,0.7287125211548662
D1055,,,LR,base_utility,accuracy,0.5893939393939394
D1055,,,LR,base_utility,macro_f1,0.5892345744790793
D1055,,,DT,base_utility,accuracy,0.6287878787878788
D1055,,,DT,base_utility,macro_f1,0.6287802089574853
D1055,,,RF,base_utility,accuracy,0.7106060606060606
D1055,,,RF,base_utility,macro_f1,0.7104139339460753
D1056,,,LR,base_utility,accuracy,0.593939393939394
D1056,,,LR,base_utility,macro_f1,0.5938797252121524
D1056,,,DT,base_utility,accuracy,0.6257575757575757
D1056,,,DT,base_utility,macro_f1,0.6257360959651036
D1056,,,RF,base_utility,accuracy,0.6787878787878788
D1056,,,RF,base_utility,macro_f1,0.6772199204584253
D1057,,,LR,base_utility,accuracy,1.0
D1057,,,LR,base_utility,macro_f1,1.0
D1057,,,DT,base_utility,accuracy,1.0
D1057,,,DT,base_utility,macro_f1,1.0
D1057,,,RF,base_utility,accuracy,1.0
D1057,,,RF,base_utility,macro_f1,1.0
D1058,,,LR,base_utility,accuracy,0.9924242424242424
D1058,,,LR,base_utility,macro_f1,0.9924238076106295
D1058,,,DT,base_utility,accuracy,0.990909090909091
D1058,,,DT,base_utility,macro_f1,0.990908756979136
D1058,,,RF,base_utility,accuracy,0.9924242424242424
D1058,,,RF,base_utility,macro_f1,0.9924238076106295
D1059,,,LR,base_utility,accuracy,0.9303030303030303
D1059,,,LR,base_utility,macro_f1,0.930297269746811
D1059,,,DT,base_utility,accuracy,0.8803030303030303
D1059,,,DT,base_utility,macro_f1,0.8802895642530955
D1059,,,RF,base_utility,accuracy,0.9318181818181818
D1059,,,RF,base_utility,macro_f1,0.9318055010229175
D106,,,LR,base_utility,accuracy,0.9878787878787879
D106,,,LR,base_utility,macro_f1,0.987878342638848
D106,,,DT,base_utility,accuracy,0.9818181818181818
D106,,,DT,base_utility,macro_f1,0.9818181818181818
D106,,,RF,base_utility,accuracy,0.9878787878787879
D106,,,RF,base_utility,macro_f1,0.987878342638848
D1060,,,LR,base_utility,accuracy,0.9106060606060606
D1060,,,LR,base_utility,macro_f1,0.910433136519313
D1060,,,DT,base_utility,accuracy,0.7742424242424243
D1060,,,DT,base_utility,macro_f1,0.7737432674012227
D1060,,,RF,base_utility,accuracy,0.906060606060606
D1060,,,RF,base_utility,macro_f1,0.9058912275537239
D1061,,,LR,base_utility,accuracy,0.9772727272727273
D1061,,,LR,base_utility,macro_f1,0.9772726750979686
D1061,,,DT,base_utility,accuracy,0.9818181818181818
D1061,,,DT,base_utility,macro_f1,0.9818181818181818
D1061,,,RF,base_utility,accuracy,0.9878787878787879
D1061,,,RF,base_utility,macro_f1,0.9878787878787879
D1062,,,LR,base_utility,accuracy,0.9651515151515152
D1062,,,LR,base_utility,macro_f1,0.9651495150088962
D1062,,,DT,base_utility,accuracy,0.9681818181818181
D1062,,,DT,base_utility,macro_f1,0.9681694688710726
D1062,,,RF,base_utility,accuracy,0.9924242424242424
D1062,,,RF,base_utility,macro_f1,0.9924213021121602
D1063,,,LR,base_utility,accuracy,0.8878787878787879
D1063,,,LR,base_utility,macro_f1,0.8877953298596752
D1063,,,DT,base_utility,accuracy,0.8454545454545455
D1063,,,DT,base_utility,macro_f1,0.8453124999999999
D1063,,,RF,base_utility,accuracy,0.9166666666666666
D1063,,,RF,base_utility,macro_f1,0.9166113422357809
D1064,,,LR,base_utility,accuracy,0.85
D1064,,,LR,base_utility,macro_f1,0.8499224806201551
D1064,,,DT,base_utility,accuracy,0.7878787878787878
D1064,,,DT,base_utility,macro_f1,0.7875979256316893
D1064,,,RF,base_utility,accuracy,0.8712121212121212
D1064,,,RF,base_utility,macro_f1,0.8711621359067223
D1065,,,LR,base_utility,accuracy,0.8954545454545455
D1065,,,LR,base_utility,macro_f1,0.8950882212684788
D1065,,,DT,base_utility,accuracy,0.9181818181818182
D1065,,,DT,base_utility,macro_f1,0.9179096914473139
D1065,,,RF,base_utility,accuracy,0.9303030303030303
D1065,,,RF,base_utility,macro_f1,0.9300460829493087
D1066,,,LR,base_utility,accuracy,0.896969696969697
D1066,,,LR,base_utility,macro_f1,0.896961181364851
D1066,,,DT,base_utility,accuracy,0.9075757575757576
D1066,,,DT,base_utility,macro_f1,0.9075704528496815
D1066,,,RF,base_utility,accuracy,0.9484848484848485
D1066,,,RF,base_utility,macro_f1,0.9484730195177957
D1067,,,LR,base_utility,accuracy,0.8575757575757575
D1067,,,LR,base_utility,macro_f1,0.8574920063214377
D1067,,,DT,base_utility,accuracy,0.8075757575757576
D1067,,,DT,base_utility,macro_f1,0.8075010736488675
D1067,,,RF,base_utility,accuracy,0.9015151515151515
D1067,,,RF,base_utility,macro_f1,0.9014769274580818
D1068,,,LR,base_utility,accuracy,0.8090909090909091
D1068,,,LR,base_utility,macro_f1,0.808695652173913
D1068,,,DT,base_utility,accuracy,0.7818181818181819
D1068,,,DT,base_utility,macro_f1,0.7809310430669654
D1068,,,RF,base_utility,accuracy,0.8469696969696969
D1068,,,RF,base_utility,macro_f1,0.8464334833060342
D1069,,,LR,base_utility,accuracy,0.7090909090909091
D1069,,,LR,base_utility,macro_f1,0.7088235294117646
D1069,,,DT,base_utility,accuracy,0.8242424242424242
D1069,,,DT,base_utility,macro_f1,0.8242165974798868
D1069,,,RF,base_utility,accuracy,0.8681818181818182
D1069,,,RF,base_utility,macro_f1,0.8679268284267836
D107,,,LR,base_utility,accuracy,0.9636363636363636
D107,,,LR,base_utility,macro_f1,0.9636243386243386
D107,,,DT,base_utility,accuracy,0.896969696969697
D107,,,DT,base_utility,macro_f1,0.8967269246345864
D107,,,RF,base_utility,accuracy,0.9696969696969697
D107,,,RF,base_utility,macro_f1,0.9696925168068771
D1070,,,LR,base_utility,accuracy,0.6909090909090909
D1070,,,LR,base_utility,macro_f1,0.6903517809832205
D1070,,,DT,base_utility,accuracy,0.8166666666666667
D1070,,,DT,base_utility,macro_f1,0.8164032415656072
D1070,,,RF,base_utility,accuracy,0.8772727272727273
D1070,,,RF,base_utility,macro_f1,0.8766995329527763
D1071,,,LR,base_utility,accuracy,0.7121212121212122
D1071,,,LR,base_utility,macro_f1,0.7120974185194369
D1071,,,DT,base_utility,accuracy,0.7454545454545455
D1071,,,DT,base_utility,macro_f1,0.7453703703703703
D1071,,,RF,base_utility,accuracy,0.8272727272727273
D1071,,,RF,base_utility,macro_f1,0.8272473457991991
D1072,,,LR,base_utility,accuracy,0.6651515151515152
D1072,,,LR,base_utility,macro_f1,0.665144596651446
D1072,,,DT,base_utility,accuracy,0.6848484848484848
D1072,,,DT,base_utility,macro_f1,0.6847066173025511
D1072,,,RF,base_utility,accuracy,0.7757575757575758
D1072,,,RF,base_utility,macro_f1,0.7753532528701795
D1073,,,LR,base_utility,accuracy,0.9984848484848485
D1073,,,LR,base_utility,macro_f1,0.9984845666893982
D1073,,,DT,base_utility,accuracy,0.9984848484848485
