Dataset,Synthesizer,Repetition,Output_IR,Train_IR,Test_IR,Diff
D1028,TVAE,R3,0.9225251076040172,0.9822485207100592,0.9186046511627907,-0.06364386954726853
D1028,CART,R1,0.9940476190476191,0.9822485207100592,0.9186046511627907,-0.06364386954726853
D1028,CART,R2,0.9619326500732065,0.9822485207100592,0.9186046511627907,-0.06364386954726853
D1028,CART,R3,0.9476744186046512,0.9822485207100592,0.9186046511627907,-0.06364386954726853
D1029,TVAE,R1,0.9562043795620438,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1029,TVAE,R2,0.9619326500732065,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1029,TVAE,R3,0.9648093841642229,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1029,CART,R1,0.9562043795620438,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1029,CART,R2,0.9280575539568345,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1029,CART,R3,0.9676945668135095,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D103,TVAE,R1,0.9034090909090909,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D103,TVAE,R2,0.7914438502673797,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D103,TVAE,R3,0.9940476190476191,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D103,CART,R1,0.9142857142857143,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D103,CART,R2,0.9476744186046512,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D103,CART,R3,0.9364161849710982,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1030,TVAE,R1,0.9793205317577548,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1030,TVAE,R2,0.9034090909090909,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1030,TVAE,R3,1.0,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1030,CART,R1,0.9392185238784371,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1030,CART,R2,0.9197707736389685,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1030,CART,R3,0.9170243204577968,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1031,TVAE,R1,0.9881305637982196,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1031,TVAE,R2,0.9533527696793003,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1031,TVAE,R3,0.9881305637982196,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1031,CART,R1,0.9420289855072463,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1031,CART,R2,0.9793205317577548,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1031,CART,R3,0.9940476190476191,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1032,TVAE,R1,0.9705882352941176,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1032,TVAE,R2,0.9881305637982196,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1032,TVAE,R3,0.9448476052249637,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1032,CART,R1,0.9364161849710982,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1032,CART,R2,0.9225251076040172,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1032,CART,R3,0.8715083798882681,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1033,TVAE,R1,0.9364161849710982,0.9364161849710982,0.875,-0.06141618497109824
D1033,TVAE,R2,0.930835734870317,0.9364161849710982,0.875,-0.06141618497109824
D1033,TVAE,R3,0.950509461426492,0.9364161849710982,0.875,-0.06141618497109824
D1033,CART,R1,0.9705882352941176,0.9364161849710982,0.875,-0.06141618497109824
D1033,CART,R2,0.9590643274853801,0.9364161849710982,0.875,-0.06141618497109824
D1033,CART,R3,0.9590643274853801,0.9364161849710982,0.875,-0.06141618497109824
D1034,TVAE,R1,0.9851851851851852,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1034,TVAE,R2,0.9364161849710982,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1034,TVAE,R3,0.9619326500732065,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1034,CART,R1,0.9676945668135095,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1034,CART,R2,0.9851851851851852,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1034,CART,R3,0.9705882352941176,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1035,TVAE,R1,0.9851851851851852,0.976401179941003,0.9879518072289156,0.011550627287912674
D1035,TVAE,R2,0.8331053351573188,0.976401179941003,0.9879518072289156,0.011550627287912674
D1035,TVAE,R3,0.9142857142857143,0.976401179941003,0.9879518072289156,0.011550627287912674
D1035,CART,R1,0.9392185238784371,0.976401179941003,0.9879518072289156,0.011550627287912674
D1035,CART,R2,0.9476744186046512,0.976401179941003,0.9879518072289156,0.011550627287912674
D1035,CART,R3,0.9420289855072463,0.976401179941003,0.9879518072289156,0.011550627287912674
D1036,TVAE,R1,0.9252873563218391,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1036,TVAE,R2,0.9619326500732065,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1036,TVAE,R3,0.976401179941003,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1036,CART,R1,0.9088319088319088,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1036,CART,R2,0.9115549215406562,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1036,CART,R3,0.8953323903818954,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1037,TVAE,R1,0.8820224719101124,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1037,TVAE,R2,0.8899858956276445,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1037,TVAE,R3,0.8899858956276445,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1037,CART,R1,0.9822485207100592,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1037,CART,R2,0.9734904270986745,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1037,CART,R3,0.9562043795620438,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1038,TVAE,R1,0.8846694796061885,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1038,TVAE,R2,0.8688981868898187,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1038,TVAE,R3,0.9336219336219336,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1038,CART,R1,0.9590643274853801,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1038,CART,R2,0.9562043795620438,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1038,CART,R3,0.9392185238784371,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1039,TVAE,R1,0.876750700280112,0.930835734870317,0.9879518072289156,0.05711607235859861
D1039,TVAE,R2,0.7914438502673797,0.930835734870317,0.9879518072289156,0.05711607235859861
D1039,TVAE,R3,0.8381344307270233,0.930835734870317,0.9879518072289156,0.05711607235859861
D1039,CART,R1,0.900709219858156,0.930835734870317,0.9879518072289156,0.05711607235859861
D1039,CART,R2,0.8741258741258742,0.930835734870317,0.9879518072289156,0.05711607235859861
D1039,CART,R3,0.879382889200561,0.930835734870317,0.9879518072289156,0.05711607235859861
D104,TVAE,R1,0.7539267015706806,0.9252873563218391,0.896551724137931,-0.028735632183908066
D104,TVAE,R2,0.717948717948718,0.9252873563218391,0.896551724137931,-0.028735632183908066
D104,TVAE,R3,0.675,0.9252873563218391,0.896551724137931,-0.028735632183908066
D104,CART,R1,0.8406593406593407,0.9252873563218391,0.896551724137931,-0.028735632183908066
D104,CART,R2,0.8010752688172043,0.9252873563218391,0.896551724137931,-0.028735632183908066
D104,CART,R3,0.8926553672316384,0.9252873563218391,0.896551724137931,-0.028735632183908066
D1040,TVAE,R1,0.9533527696793003,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1040,TVAE,R2,0.8899858956276445,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1040,TVAE,R3,0.9676945668135095,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1040,CART,R1,0.8820224719101124,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1040,CART,R2,0.9448476052249637,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1040,CART,R3,0.9034090909090909,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1041,TVAE,R1,0.8482758620689655,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1041,TVAE,R2,0.9793205317577548,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1041,TVAE,R3,0.9970193740685543,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1041,CART,R1,0.9851851851851852,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1041,CART,R2,0.9648093841642229,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1041,CART,R3,0.9705882352941176,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1042,TVAE,R1,0.9252873563218391,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1042,TVAE,R2,0.9420289855072463,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
